customer_id,signup_date,age_group,location,segment,churn_flag,churn_date,plan_type,plan_price,contract_duration,discount_applied,last_login_date,total_logins,avg_session_duration,features_used_count,payment_status,last_payment_date,outstanding_balance,total_spent,random_notes,survey_response,timestamp
26226,2024-02-28 00:00:00,56+,Houston,Corporate,1,2023-08-31 17:00:00,Business,19.99,Monthly,15,2023-02-24 17:00:00,91,17.19,4,Successful,2024-03-24 17:00:00,130.6,39.98,Test data,Neutral,2019-01-19 05:05:00
26227,2023-11-06 00:00:00,26-35,Miami,Individual,0,,Premiumm,9.99,Annual,20,2023-07-06 18:00:00,237,51.27,2,Successful,2024-05-09 18:00:00,369.36,999.0,,Very Satisfied,2019-01-19 05:06:00
26228,2023-02-10 00:00:00,26-35,New York,Student,0,,Premium,9.99,Monthly,0,2024-05-04 19:00:00,41,41.82,11,Successful,2023-05-05 19:00:00,487.9,99.9,Test data,Very Satisfied,2019-01-19 05:07:00
26229,2024-01-01 00:00:00,56+,Houston,Individual,0,,Enterprise,99.99,Annual,5,2023-02-13 20:00:00,247,6.5,1,Successful,2024-05-09 20:00:00,430.81,3299.67,Feedback given,Dissatisfied,2019-01-19 05:08:00
26230,2024-10-02 00:00:00,56+,Los Angeles,Corporate,0,,Basic,99.99,Monthly,5,2023-06-28 21:00:00,396,19.31,7,Successful,2024-03-30 21:00:00,237.75,1399.86,Customer called support,Very Satisfied,2019-01-19 05:09:00
26231,2024-02-10 00:00:00,26-35,Chicago,Individual,0,,Premiumm,9.99,Annual,10,2023-09-30 22:00:00,28,23.4,6,Successful,2023-10-12 22:00:00,469.15,59.94,Customer called support,Satisfied,2019-01-19 05:10:00
26232,2023-08-30 00:00:00,56+,Los Angeles,Corporate,0,,Premium,29.99,Annual,20,2023-05-17 23:00:00,5,31.3,13,Successful,2023-04-07 23:00:00,312.05,449.85,,Very Dissatisfied,2019-01-19 05:11:00
26233,2023-02-20 00:00:00,26-35,Chicago,Corporate,0,,Enterprise,99.99,Annual,10,2023-01-14 00:00:00,122,32.49,7,Successful,2023-02-16 00:00:00,74.59,1399.86,Feedback given,Dissatisfied,2019-01-19 05:12:00
26234,2024-03-22 00:00:00,46-55,Miami,Individual,1,2023-03-02 01:00:00,Premium,9.99,Monthly,20,2024-04-12 01:00:00,469,18.76,1,Successful,2023-12-24 01:00:00,288.2,179.82,,Satisfied,2019-01-19 05:13:00
26235,2023-12-01 00:00:00,26-35,Chicago,Student,0,,Basic,49.99,Monthly,0,2023-04-18 02:00:00,438,34.39,12,Successful,2023-05-02 02:00:00,494.09,1649.67,Test data,Very Dissatisfied,2019-01-19 05:14:00
26236,2024-09-20 00:00:00,26-35,Chicago,Student,1,2023-10-25 03:00:00,Standard,9.99,Annual,5,2023-11-04 03:00:00,61,51.32,13,Successful,2024-04-05 03:00:00,246.63,31968.0,NA,Very Satisfied,2019-01-19 05:15:00
26237,2024-11-24 00:00:00,36-45,New York,Individual,0,,Premiumm,9.99,Annual,5,2023-09-20 04:00:00,446,16.5,3,Successful,2023-08-21 04:00:00,470.02,179.82,,Neutral,2019-01-19 05:16:00
26238,2023-12-08 00:00:00,36-45,Chicago,Student,0,,Enterprise,29.99,Annual,0,2023-01-31 05:00:00,11,22.56,9,Successful,2023-09-26 05:00:00,347.32,539.82,,Neutral,2019-01-19 05:17:00
26239,2024-05-03 00:00:00,56+,Los Angeles,Student,0,,Premium,99.99,Annual,10,2023-03-21 06:00:00,372,39.91,19,Successful,2023-01-27 06:00:00,344.03,299.97,NA,Dissatisfied,2019-01-19 05:18:00
26240,2023-10-12 00:00:00,36-45,Miami,Student,0,,Enterprise,49.99,Monthly,0,2024-01-31 07:00:00,437,31.67,13,Successful,2023-10-19 07:00:00,250.16,1149.77,Customer called support,Very Satisfied,2019-01-19 05:19:00
26241,2023-07-06 00:00:00,26-35,Los Angeles,Individual,0,,Enterprise,29.99,Annual,10,2024-04-07 08:00:00,488,39.01,8,Successful,2024-03-02 08:00:00,106.01,389.87,Customer called support,Very Dissatisfied,2019-01-19 05:20:00
26242,2024-12-21 00:00:00,36-45,New York,Corporate,1,2023-05-02 09:00:00,Business,19.99,Monthly,5,2023-07-07 09:00:00,179,20.43,19,Failed,2023-12-30 09:00:00,102.03,419.79,NA,Very Satisfied,2019-01-19 05:21:00
26243,2024-04-09 00:00:00,46-55,Chicago,Student,0,,Basic,99.99,Annual,15,2024-03-18 10:00:00,476,14.32,6,Successful,2023-11-23 10:00:00,271.23,999.9,Test data,Dissatisfied,2019-01-19 05:22:00
26244,2024-07-27 00:00:00,46-55,Chicago,Individual,0,,Basic,99.99,Annual,5,2023-10-17 11:00:00,390,8.08,18,Successful,2023-08-16 11:00:00,147.63,299.97,Test data,Satisfied,2019-01-19 05:23:00
26245,2024-05-18 00:00:00,56+,Miami,Corporate,0,,Basic,29.99,Annual,5,2023-11-22 12:00:00,328,34.13,5,Successful,2023-07-14 12:00:00,183.28,629.79,Test data,Very Satisfied,2019-01-19 05:24:00
26246,2023-04-06 00:00:00,46-55,Houston,Corporate,0,,Standard,49.99,Annual,15,2023-10-10 13:00:00,383,26.56,11,Successful,2024-04-16 13:00:00,268.72,549.89,,Very Dissatisfied,2019-01-19 05:25:00
26247,2024-02-28 00:00:00,18-25,Los Angeles,Corporate,0,,Enterprise,19.99,Annual,5,2023-01-08 14:00:00,152,42.28,16,Successful,2023-11-21 14:00:00,71.33,19.99,,Neutral,2019-01-19 05:26:00
26248,2023-09-22 00:00:00,18-25,Houston,Corporate,1,2023-06-03 15:00:00,Enterprise,29.99,Monthly,10,2023-11-09 15:00:00,129,5.45,4,Successful,2023-01-25 15:00:00,268.18,1049.65,NA,Satisfied,2019-01-19 05:27:00
26249,2023-08-15 00:00:00,56+,Miami,Student,0,,Business,29.99,Annual,20,2023-04-19 16:00:00,172,49.85,16,Successful,2023-10-16 16:00:00,4.59,959.68,NA,Satisfied,2019-01-19 05:28:00
26250,2023-07-07 00:00:00,56+,New York,Individual,1,2023-04-26 17:00:00,Premiumm,99.99,Monthly,0,2023-12-10 17:00:00,114,13.05,17,Successful,2023-07-21 17:00:00,413.75,1399.86,Feedback given,Very Satisfied,2019-01-19 05:29:00
26251,2024-07-07 00:00:00,26-35,Los Angeles,Student,0,,Premium,19.99,Annual,20,2023-04-22 18:00:00,322,33.7,2,Successful,2023-03-10 18:00:00,301.19,39.98,NA,Very Dissatisfied,2019-01-19 05:30:00
26252,2023-02-24 00:00:00,46-55,New York,Student,0,,Basic,19.99,Annual,0,2023-07-31 19:00:00,312,55.87,12,Successful,2023-02-21 19:00:00,247.8,59.97,Feedback given,Neutral,2019-01-19 05:31:00
26253,2023-09-21 00:00:00,26-35,Miami,Student,1,2023-08-16 20:00:00,Premium,19.99,Annual,20,2023-07-21 20:00:00,166,20.83,15,Successful,2023-05-09 20:00:00,461.59,359.82,Test data,Satisfied,2019-01-19 05:32:00
26254,2024-11-01 00:00:00,46-55,Miami,Corporate,0,,Enterprise,29.99,Monthly,15,2023-10-21 21:00:00,42,14.96,16,Successful,2024-04-18 21:00:00,493.99,269.91,Customer called support,Satisfied,2019-01-19 05:33:00
26255,2024-02-03 00:00:00,56+,Miami,Student,0,,Business,99.99,Monthly,10,2024-03-07 22:00:00,127,31.5,3,Successful,2024-04-23 22:00:00,317.88,3099.69,NA,Dissatisfied,2019-01-19 05:34:00
26256,2023-12-08 00:00:00,56+,Los Angeles,Individual,0,,Business,29.99,Annual,10,2023-12-18 23:00:00,369,23.69,18,Successful,2023-11-12 23:00:00,496.61,749.75,Test data,Dissatisfied,2019-01-19 05:35:00
26257,2024-11-15 00:00:00,26-35,New York,Individual,0,,Premium,99.99,Monthly,15,2023-11-18 00:00:00,207,41.07,13,Successful,2023-09-12 00:00:00,222.01,2599.74,Feedback given,Dissatisfied,2019-01-19 05:36:00
26258,2024-03-14 00:00:00,46-55,New York,Corporate,0,,Premiumm,29.99,Annual,5,2023-06-27 01:00:00,154,25.16,11,Successful,2024-01-25 01:00:00,142.42,779.74,Test data,Very Dissatisfied,2019-01-19 05:37:00
26259,2023-05-24 00:00:00,18-25,Los Angeles,Student,0,,Premium,99.99,Annual,15,2023-10-30 02:00:00,127,22.1,3,Successful,2024-04-29 02:00:00,372.26,2099.79,NA,Satisfied,2019-01-19 05:38:00
26260,2024-02-28 00:00:00,56+,Los Angeles,Corporate,0,,Premium,49.99,Monthly,20,2023-07-20 03:00:00,359,9.56,8,Successful,2023-08-25 03:00:00,8.0,149.97,,Satisfied,2019-01-19 05:39:00
26261,2024-07-08 00:00:00,56+,Chicago,Student,0,,Standard,99.99,Monthly,20,2023-07-24 04:00:00,451,33.56,15,Failed,2023-07-15 04:00:00,84.93,299.97,Customer called support,Very Dissatisfied,2019-01-19 05:40:00
26262,2023-02-16 00:00:00,36-45,New York,Student,0,,Premium,19.99,Monthly,10,2023-05-24 05:00:00,150,56.45,19,Successful,2023-03-08 05:00:00,17.8,559.72,NA,Neutral,2019-01-19 05:41:00
26263,2023-09-19 00:00:00,26-35,Los Angeles,Individual,0,,Premium,29.99,Annual,5,2023-12-17 06:00:00,483,6.05,3,Successful,2023-09-05 06:00:00,89.0,779.74,Feedback given,Neutral,2019-01-19 05:42:00
26264,2024-10-07 00:00:00,46-55,New York,Corporate,0,,Premiumm,49.99,Annual,5,2024-03-01 07:00:00,166,43.86,17,Successful,2023-03-22 07:00:00,342.57,149970.0,Test data,Very Satisfied,2019-01-19 05:43:00
26265,2023-03-13 00:00:00,56+,New York,Corporate,0,,Enterprise,49.99,Monthly,15,2023-09-01 08:00:00,300,47.44,11,Successful,2024-02-14 08:00:00,420.67,1149.77,Feedback given,Neutral,2019-01-19 05:44:00
26266,2023-01-03 00:00:00,46-55,Miami,Student,1,2023-05-03 09:00:00,Enterprise,49.99,Annual,0,2023-12-17 09:00:00,419,48.64,11,Successful,2023-12-25 09:00:00,449.52,849.83,NA,Satisfied,2019-01-19 05:45:00
26267,2024-08-28 00:00:00,56+,Chicago,Student,0,,Enterprise,9.99,Annual,20,2023-10-08 10:00:00,488,32.98,1,Successful,2024-02-29 10:00:00,61.03,259.74,Test data,Very Satisfied,2019-01-19 05:46:00
26268,2024-12-02 00:00:00,36-45,Miami,Corporate,0,,Standard,49.99,Monthly,20,2023-03-21 11:00:00,82,41.89,8,Successful,2023-10-23 11:00:00,392.42,849.83,Test data,Dissatisfied,2019-01-19 05:47:00
26269,2024-04-26 00:00:00,36-45,Houston,Individual,0,,Basic,9.99,Monthly,10,2023-01-30 12:00:00,437,32.9,19,Successful,2023-04-26 12:00:00,166.0,309.69,Feedback given,Satisfied,2019-01-19 05:48:00
26270,2024-11-22 00:00:00,26-35,New York,Individual,0,,Premium,9.99,Monthly,0,2023-01-31 13:00:00,96,33.06,3,Successful,2024-02-29 13:00:00,7.1,209.79,Test data,Very Satisfied,2019-01-19 05:49:00
26271,2023-05-18 00:00:00,26-35,Miami,Corporate,0,,Standard,9.99,Monthly,10,2023-07-22 14:00:00,292,22.49,2,Successful,2023-03-27 14:00:00,253.76,9.99,Test data,Dissatisfied,2019-01-19 05:50:00
26272,2024-08-02 00:00:00,26-35,Houston,Individual,0,,Standard,9.99,Annual,0,2023-06-23 15:00:00,179,9.43,2,Failed,2023-12-10 15:00:00,356.44,329.67,NA,Very Dissatisfied,2019-01-19 05:51:00
26273,2024-10-02 00:00:00,26-35,Chicago,Individual,0,,Basic,29.99,Annual,20,2023-11-21 16:00:00,186,53.61,8,Successful,2023-04-01 16:00:00,184.5,989.67,NA,Satisfied,2019-01-19 05:52:00
26274,2023-09-06 00:00:00,46-55,Los Angeles,Individual,0,,Basic,99.99,Monthly,15,2024-01-06 17:00:00,281,6.57,12,Successful,2023-02-28 17:00:00,73.4,1599.84,Feedback given,Very Dissatisfied,2019-01-19 05:53:00
26275,2023-12-29 00:00:00,36-45,Los Angeles,Student,0,,Premium,29.99,Annual,10,2023-03-01 18:00:00,149,28.51,1,Successful,2023-09-02 18:00:00,332.14,419.86,Test data,Very Satisfied,2019-01-19 05:54:00
26276,2023-07-20 00:00:00,36-45,Miami,Individual,1,2023-09-17 19:00:00,Standard,19.99,Monthly,15,2023-10-08 19:00:00,364,16.04,17,Successful,2023-04-12 19:00:00,222.64,559.72,Test data,Neutral,2019-01-19 05:55:00
26277,2024-02-06 00:00:00,18-25,Los Angeles,Corporate,0,,Enterprise,19.99,Annual,20,2023-06-24 20:00:00,495,58.64,6,Successful,2023-02-16 20:00:00,319.12,239.88,Customer called support,Dissatisfied,2019-01-19 05:56:00
26278,2023-01-24 00:00:00,56+,Houston,Individual,0,,Standard,29.99,Annual,5,2023-04-24 21:00:00,143,57.79,18,Successful,2023-11-28 21:00:00,364.09,629.79,,Very Dissatisfied,2019-01-19 05:57:00
26279,2023-04-01 00:00:00,56+,Chicago,Individual,1,2023-03-03 22:00:00,Basic,19.99,Monthly,10,2023-01-04 22:00:00,439,39.03,11,Successful,2023-06-04 22:00:00,59.58,479.76,Test data,Satisfied,2019-01-19 05:58:00
26280,2024-04-27 00:00:00,46-55,Miami,Individual,1,2023-02-07 23:00:00,Enterprise,99.99,Annual,10,2024-02-28 23:00:00,50,38.78,17,Successful,2024-05-02 23:00:00,2.84,2499.75,Customer called support,Very Satisfied,2019-01-19 05:59:00
26281,2024-05-19 00:00:00,18-25,New York,Corporate,0,,Premiumm,29.99,Annual,20,2023-10-22 00:00:00,177,17.7,14,Successful,2023-02-17 00:00:00,493.63,179.94,Feedback given,Neutral,2019-01-19 06:00:00
26282,2023-03-09 00:00:00,46-55,Chicago,Student,0,,Standard,29.99,Monthly,20,2023-04-27 01:00:00,223,42.92,10,Successful,2023-10-29 01:00:00,62.35,89.97,,Very Satisfied,2019-01-19 06:01:00
26283,2024-09-12 00:00:00,56+,Houston,Corporate,0,,Premium,49.99,Annual,10,2024-01-15 02:00:00,229,33.8,9,Successful,2023-03-09 02:00:00,378.95,1299.74,NA,Satisfied,2019-01-19 06:02:00
26284,2024-02-18 00:00:00,36-45,Houston,Individual,0,,Basic,9.99,Monthly,0,2023-04-25 03:00:00,122,56.59,6,Successful,2023-09-22 03:00:00,383.57,119.88,Customer called support,Neutral,2019-01-19 06:03:00
26285,2024-12-23 00:00:00,26-35,Chicago,Student,0,,Premiumm,19.99,Monthly,10,2024-02-09 04:00:00,236,7.02,9,Successful,2023-04-18 04:00:00,38.06,79.96,Feedback given,Dissatisfied,2019-01-19 06:04:00
26286,2023-02-23 00:00:00,46-55,Houston,Individual,0,,Standard,49.99,Monthly,5,2023-12-14 05:00:00,269,47.72,10,Failed,2024-04-03 05:00:00,257.78,649.87,Customer called support,Satisfied,2019-01-19 06:05:00
26287,2024-08-07 00:00:00,36-45,Los Angeles,Corporate,1,2023-06-05 06:00:00,Business,99.99,Annual,10,2023-08-30 06:00:00,213,22.18,8,Successful,2023-04-06 06:00:00,239.96,3299.67,,Neutral,2019-01-19 06:06:00
26288,2023-01-15 00:00:00,26-35,New York,Student,0,,Enterprise,9.99,Annual,15,2023-04-03 07:00:00,174,35.33,7,Successful,2023-09-02 07:00:00,368.19,129.87,,Dissatisfied,2019-01-19 06:07:00
26289,2023-12-25 00:00:00,26-35,Houston,Individual,0,,Enterprise,29.99,Monthly,0,2024-03-17 08:00:00,323,18.05,14,Successful,2023-07-06 08:00:00,253.93,629.79,Customer called support,Very Dissatisfied,2019-01-19 06:08:00
26290,2024-12-04 00:00:00,56+,Miami,Corporate,0,,Standard,19.99,Annual,5,2023-03-01 09:00:00,51,13.83,12,Successful,2024-01-16 09:00:00,112.11,459.77,Feedback given,Neutral,2019-01-19 06:09:00
26291,2024-11-13 00:00:00,36-45,Houston,Individual,0,,Premium,19.99,Annual,5,2023-07-16 10:00:00,419,22.38,8,Successful,2024-05-04 10:00:00,333.63,79.96,Test data,Very Dissatisfied,2019-01-19 06:10:00
26292,2023-12-02 00:00:00,36-45,New York,Corporate,1,2023-09-08 11:00:00,Premium,19.99,Monthly,0,2023-04-10 11:00:00,399,11.27,16,Successful,2023-04-24 11:00:00,180.84,599.7,Test data,Satisfied,2019-01-19 06:11:00
26293,2024-08-12 00:00:00,36-45,Miami,Individual,0,,Business,49.99,Annual,10,2023-03-31 12:00:00,130,30.94,18,Successful,2024-03-03 12:00:00,423.08,1699.66,,Neutral,2019-01-19 06:12:00
26294,2023-06-26 00:00:00,46-55,Houston,Individual,0,,Basic,29.99,Annual,20,2024-05-11 13:00:00,384,38.63,18,Successful,2023-03-26 13:00:00,233.4,1019.66,NA,Very Satisfied,2019-01-19 06:13:00
26295,2023-08-17 00:00:00,56+,Houston,Corporate,0,,Basic,29.99,Annual,10,2023-05-13 14:00:00,255,55.5,16,Successful,2024-01-11 14:00:00,458.23,869.71,,Neutral,2019-01-19 06:14:00
26296,2024-04-15 00:00:00,56+,Houston,Corporate,0,,Premiumm,49.99,Annual,10,2023-10-21 15:00:00,18,46.37,10,Successful,2023-04-21 15:00:00,137.54,599.88,Customer called support,Neutral,2019-01-19 06:15:00
26297,2024-10-27 00:00:00,46-55,Los Angeles,Corporate,0,,Standard,49.99,Annual,15,2023-04-18 16:00:00,43,25.21,11,Successful,2024-03-30 16:00:00,200.85,1149.77,NA,Very Dissatisfied,2019-01-19 06:16:00
26298,2023-01-25 00:00:00,18-25,Chicago,Student,0,,Basic,49.99,Monthly,20,2023-10-14 17:00:00,241,12.61,6,Successful,2024-04-27 17:00:00,296.87,1149.77,NA,Dissatisfied,2019-01-19 06:17:00
26299,2023-03-20 00:00:00,36-45,Chicago,Individual,0,,Business,29.99,Annual,20,2023-07-25 18:00:00,444,28.45,15,Successful,2024-04-27 18:00:00,388.46,38987.0,NA,Very Satisfied,2019-01-19 06:18:00
26300,2023-08-31 00:00:00,36-45,Los Angeles,Individual,1,2023-06-30 19:00:00,Premiumm,49.99,Monthly,10,2023-07-11 19:00:00,191,22.93,19,Successful,2024-03-17 19:00:00,308.18,399.92,Test data,Very Satisfied,2019-01-19 06:19:00
26301,2024-12-27 00:00:00,46-55,Miami,Individual,0,,Business,19.99,Monthly,20,2023-03-06 20:00:00,105,19.17,8,Successful,2023-01-15 20:00:00,430.33,639.68,Feedback given,Dissatisfied,2019-01-19 06:20:00
26302,2024-11-08 00:00:00,36-45,Houston,Corporate,0,,Standard,9.99,Monthly,5,2023-09-03 21:00:00,17,6.4,11,Successful,2023-04-03 21:00:00,229.52,59.94,Test data,Dissatisfied,2019-01-19 06:21:00
26303,2023-12-25 00:00:00,26-35,Miami,Student,0,,Business,29.99,Annual,15,2023-01-08 22:00:00,368,57.6,14,Successful,2023-10-12 22:00:00,0.96,929.69,Feedback given,Neutral,2019-01-19 06:22:00
26304,2024-10-24 00:00:00,26-35,New York,Individual,0,,Premium,9.99,Monthly,20,2023-06-30 23:00:00,342,32.96,6,Failed,2023-02-05 23:00:00,269.49,299.7,Customer called support,Dissatisfied,2019-01-19 06:23:00
26305,2023-01-01 00:00:00,56+,Houston,Student,0,,Standard,49.99,Monthly,0,2023-05-26 00:00:00,416,40.62,11,Successful,2024-02-09 00:00:00,452.67,1199.76,,Very Dissatisfied,2019-01-19 06:24:00
26306,2023-01-01 01:00:00,46-55,New York,Student,0,,Business,9.99,Annual,20,2024-02-18 01:00:00,27,54.85,6,Failed,2023-06-08 01:00:00,205.55,169.83,Feedback given,Satisfied,2019-01-19 06:25:00
26307,2023-01-01 02:00:00,36-45,Los Angeles,Individual,0,,Standard,49.99,Monthly,10,2024-02-27 02:00:00,40,10.79,17,Successful,2023-04-02 02:00:00,330.91,69986.0,Customer called support,Very Satisfied,2019-01-19 06:26:00
26308,2023-01-01 03:00:00,46-55,Miami,Individual,0,,Business,9.99,Monthly,15,2024-02-19 03:00:00,280,48.54,12,Successful,2023-07-26 03:00:00,238.1,6993.000000000001,Feedback given,Very Dissatisfied,2019-01-19 06:27:00
26309,2023-01-01 04:00:00,36-45,Miami,Individual,1,2023-12-20 04:00:00,Enterprise,49.99,Monthly,0,2023-03-22 04:00:00,253,18.9,3,Successful,2023-11-05 04:00:00,480.45,949.81,Test data,Very Dissatisfied,2019-01-19 06:28:00
26310,2023-01-01 05:00:00,18-25,New York,Corporate,0,,Basic,99.99,Monthly,5,2023-07-14 05:00:00,374,12.93,13,Successful,2023-06-22 05:00:00,217.17,899.91,,Neutral,2019-01-19 06:29:00
26311,2023-01-01 06:00:00,36-45,New York,Individual,0,,Basic,29.99,Annual,15,2023-04-24 06:00:00,328,27.56,8,Successful,2023-09-10 06:00:00,239.17,749.75,Test data,Very Dissatisfied,2019-01-19 06:30:00
26312,2023-01-01 07:00:00,26-35,Houston,Corporate,0,,Enterprise,49.99,Annual,15,2023-01-25 07:00:00,90,6.61,1,Failed,2023-10-03 07:00:00,306.87,1149.77,Feedback given,Dissatisfied,2019-01-19 06:31:00
26313,2023-01-01 08:00:00,18-25,Los Angeles,Individual,0,,Enterprise,49.99,Annual,15,2023-10-30 08:00:00,338,42.32,3,Successful,2024-02-04 08:00:00,311.12,1349.73,Customer called support,Neutral,2019-01-19 06:32:00
26314,2023-01-01 09:00:00,26-35,Los Angeles,Corporate,1,2023-09-17 09:00:00,Basic,19.99,Monthly,20,2023-02-24 09:00:00,188,42.66,9,Successful,2023-07-31 09:00:00,347.85,79.96,,Satisfied,2019-01-19 06:33:00
26315,2023-01-01 10:00:00,56+,Houston,Corporate,0,,Premium,29.99,Monthly,0,2024-05-03 10:00:00,157,46.99,5,Successful,2023-04-15 10:00:00,359.86,149.95,Customer called support,Satisfied,2019-01-19 06:34:00
26316,2023-01-01 11:00:00,26-35,Los Angeles,Individual,0,,Enterprise,29.99,Monthly,0,2024-01-19 11:00:00,226,52.27,5,Successful,2023-08-30 11:00:00,201.14,989.67,NA,Dissatisfied,2019-01-19 06:35:00
26317,2023-01-01 12:00:00,46-55,Chicago,Corporate,1,2023-12-13 12:00:00,Business,49.99,Monthly,15,2023-11-08 12:00:00,100,23.52,10,Successful,2023-10-21 12:00:00,179.47,899.82,Customer called support,Dissatisfied,2019-01-19 06:36:00
26318,2023-01-01 13:00:00,36-45,New York,Individual,1,2023-11-25 13:00:00,Standard,29.99,Monthly,15,2023-04-08 13:00:00,487,30.03,18,Successful,2023-06-26 13:00:00,307.71,1019.66,,Very Satisfied,2019-01-19 06:37:00
26319,2023-01-01 14:00:00,46-55,Chicago,Individual,0,,Business,19.99,Monthly,10,2023-04-10 14:00:00,356,49.53,9,Successful,2024-04-27 14:00:00,187.89,79.96,,Dissatisfied,2019-01-19 06:38:00
26320,2023-01-01 15:00:00,26-35,Miami,Individual,0,,Enterprise,9.99,Annual,10,2023-12-30 15:00:00,206,23.04,8,Successful,2024-03-10 15:00:00,121.77,59.94,NA,Neutral,2019-01-19 06:39:00
26321,2023-01-01 16:00:00,26-35,Miami,Corporate,0,,Basic,29.99,Annual,0,2023-12-24 16:00:00,237,15.05,12,Successful,2023-01-31 16:00:00,214.67,899.7,Feedback given,Neutral,2019-01-19 06:40:00
26322,2023-01-01 17:00:00,26-35,Houston,Student,0,,Standard,99.99,Annual,15,2024-03-15 17:00:00,252,53.57,14,Successful,2023-01-21 17:00:00,323.34,249975.0,Test data,Dissatisfied,2019-01-19 06:41:00
26323,2023-01-01 18:00:00,18-25,New York,Student,0,,Premium,9.99,Annual,20,2024-03-03 18:00:00,4,8.85,9,Successful,2024-03-07 18:00:00,51.05,99.9,Feedback given,Neutral,2019-01-19 06:42:00
26324,2023-01-01 19:00:00,36-45,Chicago,Corporate,1,2023-11-18 19:00:00,Basic,9.99,Monthly,15,2024-05-12 19:00:00,83,54.55,3,Failed,2024-04-26 19:00:00,357.85,169.83,Feedback given,Neutral,2019-01-19 06:43:00
26325,2023-01-01 20:00:00,56+,New York,Individual,0,,Business,49.99,Monthly,0,2023-04-13 20:00:00,349,16.44,1,Successful,2024-04-11 20:00:00,203.11,299.94,Customer called support,Very Dissatisfied,2019-01-19 06:44:00
26326,2023-01-01 21:00:00,36-45,New York,Student,0,,Standard,19.99,Monthly,15,2023-06-12 21:00:00,479,49.77,1,Successful,2024-02-21 21:00:00,274.35,659.67,Customer called support,Very Satisfied,2019-01-19 06:45:00
26327,2023-01-01 22:00:00,18-25,Miami,Corporate,0,,Standard,9.99,Monthly,15,2024-01-22 22:00:00,33,39.15,13,Successful,2023-04-04 22:00:00,68.79,199.8,NA,Satisfied,2019-01-19 06:46:00
26328,2023-01-01 23:00:00,46-55,Los Angeles,Student,0,,Premium,19.99,Annual,10,2023-01-18 23:00:00,68,8.5,19,Failed,2023-02-06 23:00:00,194.57,699.65,Test data,Very Satisfied,2019-01-19 06:47:00
26329,2023-01-02 00:00:00,18-25,Chicago,Individual,0,,Standard,9.99,Monthly,15,2023-12-17 00:00:00,60,27.88,18,Successful,2023-01-21 00:00:00,421.61,239.76,,Neutral,2019-01-19 06:48:00
26330,2023-01-02 01:00:00,26-35,New York,Corporate,0,,Business,19.99,Annual,20,2023-02-03 01:00:00,318,35.55,16,Successful,2023-08-16 01:00:00,70.54,319.84,,Very Satisfied,2019-01-19 06:49:00
26331,2023-01-02 02:00:00,46-55,New York,Student,1,2023-08-31 02:00:00,Enterprise,49.99,Monthly,10,2023-09-20 02:00:00,498,37.41,16,Failed,2024-02-16 02:00:00,455.84,749.85,Customer called support,Dissatisfied,2019-01-19 06:50:00
26332,2023-01-02 03:00:00,18-25,Miami,Student,0,,Enterprise,9.99,Annual,5,2024-04-06 03:00:00,154,19.21,6,Successful,2023-02-27 03:00:00,204.2,139.86,Customer called support,Satisfied,2019-01-19 06:51:00
26333,2023-01-02 04:00:00,56+,Chicago,Student,0,,Business,99.99,Monthly,10,2024-01-25 04:00:00,2,14.16,16,Successful,2023-11-04 04:00:00,480.67,2799.72,Feedback given,Neutral,2019-01-19 06:52:00
26334,2023-01-02 05:00:00,36-45,Miami,Individual,0,,Premiumm,19.99,Monthly,10,2023-08-22 05:00:00,68,5.83,15,Successful,2024-12-15 00:00:00,277.07,639.68,Customer called support,Neutral,2019-01-19 06:53:00
26335,2023-01-02 06:00:00,36-45,Miami,Corporate,0,,Premium,99.99,Monthly,15,2023-11-14 06:00:00,293,49.65,8,Successful,2024-02-21 06:00:00,83.53,3099.69,NA,Satisfied,2019-01-19 06:54:00
26336,2023-01-02 07:00:00,26-35,New York,Student,0,,Business,29.99,Annual,0,2023-11-15 07:00:00,99,58.67,1,Successful,2024-05-03 07:00:00,37.58,419.86,Feedback given,Neutral,2019-01-19 06:55:00
26337,2023-01-02 08:00:00,18-25,Chicago,Student,0,,Business,29.99,Annual,5,2023-09-16 08:00:00,229,56.04,12,Successful,2023-03-05 08:00:00,131.8,59.98,Test data,Very Satisfied,2019-01-19 06:56:00
26338,2023-01-02 09:00:00,56+,Los Angeles,Individual,0,,Enterprise,49.99,Monthly,10,2023-07-20 09:00:00,183,44.56,18,Successful,2024-02-02 09:00:00,225.47,599.88,Feedback given,Satisfied,2019-01-19 06:57:00
26339,2023-01-02 10:00:00,18-25,New York,Student,1,2023-05-23 10:00:00,Standard,29.99,Annual,0,2023-04-04 10:00:00,181,33.47,7,Successful,2023-04-13 10:00:00,236.26,59.98,Customer called support,Satisfied,2019-01-19 06:58:00
26340,2023-01-02 11:00:00,36-45,Houston,Individual,1,2023-06-20 11:00:00,Enterprise,9.99,Monthly,0,2023-08-09 11:00:00,129,21.87,8,Failed,2024-05-02 11:00:00,193.55,19.98,Customer called support,Neutral,2019-01-19 06:59:00
26341,2023-01-02 12:00:00,26-35,Houston,Corporate,0,,Premium,29.99,Annual,20,2024-01-22 12:00:00,228,35.63,5,Successful,2023-09-09 12:00:00,288.68,569.81,Feedback given,Neutral,2019-01-19 07:00:00
